"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Tanzania","TZA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2411886313.9555","2415966944.13862","2417019255.81112","2323784454.96443","2361351976.28067","2316009042.12635","2470804066.7941","2635935129.19046","2907221039.30532","3124280290.46409","3261501936.80952","3502351055.71924","3875108213.0068","4352812668.01976","4877347721.90769","5402583204.98289","5918776434.98382","6475637409.38619","6870610473.28118","7103483668.47581","7754952206.32126","8672880333.53468","9039326397.14741","9986437007.06799","10582002376.5803","11610412546.2972","12974449697.9403","14355327493.7999","15751550212.4995","17378859592.0537","17817145101.0076","18547648050.1049","19345196916.2754","20273766368.2707","21370369771.3498","",
"Uganda","UGA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","671530120.595566","653929680.125964","708286729.164689","676294790.820992","644060722.263763","734013358.199944","874766583.590898","911801229.30764","965561260.08816","1044796328.46437","1132737528.2743","1227763221.99048","1387535210.06625","1668600772.19906","1945009566.29302","2165955326.21487","2354685939.91905","2599211251.88624","2863686748.3259","2957028373.84638","3176332237.67189","3477092430.10507","3755979289.88285","4190098280.38897","4807502240.4537","5269140462.43729","5733845383.37526","6063361476.39998","6540318748.28689","7279182479.54286","7501677233.74735","7662403026.68923","8148334495.27907","8780128223.91425","9179852933.17175","9808498573.87789","10283483208.1866","11213000706.5381","11577222390.7663","11979040185.8122","12593201226.2628","13100643427.3498","13819936809.3485","",
"Ukraine","UKR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68167520117.5224","61338647250.2984","50915091976.0605","39581780429.5726","25809927845.8873","21983231622.6979","19895916023.0701","19052461142.5166","19039245851.2727","19801999507.9752","22043585853.9173","24303035315.3764","25869961737.7077","29560332587.58","32375833071.526","31962571384.8172","34018817939.5443","36880835692.4165","34612636982.3331","27574821851.5249","28937210649.1379","30250881768.1016","29418501053.4732","27231921671.3783","23293018525.0106","19779170213.2939","20394285149.6097","20756734476.4729","21309665812.1","21703321863.7044","21008288152.9179","21466285525.8842","12665709550.9052","13678555043.2174","14244051330.6474","",
"Upper middle income","UMC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","348156557505.596","346681042963.133","362050375280.26","378925624593.373","415329005583.917","449842784979.982","487495328325.864","507531634846.838","551637629512.194","618151755512.194","681118324464.168","736806878395.532","803585079161.374","884847688941.266","928580918577.503","950100760369.809","1028734456721.94","1057039087620.89","1077494102436.97","1123716741355.52","1145529576154.13","1153280785533.94","1189213342456.21","1180978363040.31","1241592533860.22","1302350006972.55","1360779771628.74","1435000686660.37","1482800088148.36","1524829871536.91","1585479743156.78","1636174374110.93","1711077077479.01","1823944696110.47","1954195760642.77","2053598716963.27","2215530207970.23","2378111108991.91","2442125475164.18","2523576087953.5","2693002707892.84","2772806648060.45","2923647697265.97","3142197452678.01","3420747257004.43","3690334459500.62","4034379237556.02","4430978442854.63","4700097356132.94","4862641791154.8","5349942702441.52","5754559612756.54","6103742723283.86","6444835821855.19","6762788459079.64","7034235409695.37","7365864311857.28","7721833427493.7","8042802236301.68","8281318990018.24","8266032268962.13","8916068422600.77","9135092626430.85","9485129555662.5","9889876570359.62","",
"Uruguay","URY","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","8101410130.10132","8018274202.93166","7404922677.06068","8105479088.71335","9129338108.49974","9393032545.92246","9328615189.9464","9060588472.71011","9334450200.6312","9916519596.99265","9730315971.33094","10155191050.2428","9789598334.01281","10037473714.6624","10564415250.1176","10985144136.8655","10674082128.6118","10280899209.7594","9752905208.20587","8874366421.13121","8989191367.40876","9330387912.39997","10514675979.5099","10667095333.589","12009322946.4527","11903750800.4354","12536364365.1648","13647629125.983","13454480920.4857","13350349514.0936","14007361678.0477","14602879965.3481","14674889494.4764","14845470165.2085","14368886560.2542","14660269302.2769","14535434918.1703","13384784935.1981","14324111318.2398","15147115304.8886","14624498139.4588","15264048278.4776","",
"United States","USA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3383977115000","","","","","","","","","","",
"Uzbekistan","UZB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","7849295478.55387","7849295478.55387","8464969767.26652","8599579556.04665","8947505408.53719","7252916927.78791","6796164105.54122","6048022788.53381","5736452868.87809","5819587178.45287","5974277914.19114","6112616140.97632","6241177021.93848","6352141203.26481","6536077694.41588","6758304736.23826","6973014055.50478","7383282020.15368","7776139095.96012","8388751597.46893","9092932537.77933","9685244221.96","10643025491.9607","13417593844.3062","14115486808.3335","15192810403.6658","16687288789.7663","17925553344.5919","19411796035.2944","20548407802.5926","21656145121.6399","24024389016.4664","26267862214.8397","27180692967.7487","29389206521.078","31025933436.317","33090749501.3792","35486626593.0503","",
"St. Vincent and the Grenadines","VCT","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","36711246.2233972","43875366.844424","51945154.7614992","54549031.2863192","55723482.3737331","58095976.6279285","59941784.4240383","63282422.8624617","64724040.5452192","70935787.5862656","77992657.8713727","82102938.1435246","90974337.6818421","85021932.4501086","87413638.8164649","97670436.0351529","98122228.2177679","99577704.6376832","102102090.239103","101680206.618044","107260047.924966","110661714.544123","109297472.112717","99622733.0255605","101101569.761082","103589645.706591","116813350.158869","122404669.290152","128049551.601786","132722313.693112","139459796.592945","131200067.237252","125867955.639451","118278097.12923","117914559.115338","115437850.630494","120070109.24547","114388291.883649","117581481.481481","118096512.061777","122139502.117097","127871056.717815","121223483.442143","112015472.42443","118740300.287147","136273412.756352","139084008.208822","149244825.800082","",
"Venezuela, RB","VEN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","9158133823.08487","10160129428.7668","11019875790.6258","11570487512.0627","11270721580.1958","11526077825.2209","12414967885.2343","14002617645.4844","15770336371.2248","17881884373.6427","20314014506.7829","23251305464.6429","26185822772.5941","28368146871.8518","30548043663.1574","33624117529.7401","36505558631.5557","39149232589.7626","42821517049.1923","47072500271.2029","51035735520.9647","54756146545.394","58788495250.9055","61218423205.0505","64876716403.7605","58438882307.5427","62732694587.4602","67229308273.9944","70673673422.5049","75083064018.5311","81985566680.7351","88401476623.234","95725189930.0013","104329384264.406","112894166638.164","117837862507.011","121616748204.989","131564654131.428","136482873845.629","147729005830.305","",
"Vanuatu","VUT","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","40911164.3041024","38174579.2497224","36190174.9643592","45598518.7399833","29597913.3507825","30576356.8323225","33695143.9553785","34062061.243858","44672056.3543634","44824938.2302625","44763786.0041173","50359259.2546319","48280066.5287253","44029952.7376943","42837475.1541098","54028421.6551391","52927672.4107726","47332199.1602579","45558770.1861496","47454504.9230844","47415188.8460976","64989475.2592034","51268164.3908054","42002675.5809129","40089293.1675546","39198128.7558535","41268775.477159","51569587.6477043","46353654.7674536","59092063.7111813","75408235.6607091","84581986.9576324","68436184.6750475","53260178.9581373","57729106.3756385","54610030.9346846","81659491.9016126","85132412.0354478","91134666.4554347","95616699.2319315","87661746.3215995","91173982.5324215","89942078.7868347","72236738.7837728","","","",
"World","WLD","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10042729610891.6","10372602557358.9","10738790558025.5","11103663951731.3","11246282167428","11560102760488.6","12162518974028.4","12307253091832.8","12577793904492.3","13087157844433.4","13797520338083.4","14411636380882.3","15257724869508.2","16083330879720.3","16447232338353.6","15837779388132.7","17077082404405","17831031574877.5","18326286762494","18866274607847.5","19573756238020.8","20234992412563.4","20899878982355.5","21719608026916.2","22485922277771.7","22868683814519.2","22360939574298.4","23931824099667","24507176761493.5","25037721476001.5","25773788954243.4","",
"Samoa","WSM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122968980.748426","125226595.008955","131065404.803739","128534005.258042","119150901.796649","121949357.715527","131971279.222544","151842270.631209","167145530.861596","181305476.084602","197150820.893388","203556916.542038","203010074.580005","210996007.328936","224801720.338116","166080348.380022","117189916.834595","125540453.75086","125013155.635107","119342868.655176","119686686.056181","119512377.234205","133048719.467354","125359116.001713","110146760.372115","121523593.309944","109858574.358109","101229966.225473","101136447.206651","99278967.4831192","103826554.784749","",
